,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,3.0,0.37155936,2.030403794195533,0.0,11.0952381,2.16676547,0.35,0.0,204.7907262985949,507.1492362509354,LowAcc,5835567.437854684,18.491797341542714,0.05155277252757061,0.8161862234067407,15.832052931202515,2.270157035654206,2.819834396569549,0.7541233528622058,0.27408820920285637,0.18205394313890652,0.1551624460000198,0.2695560157700796,2.819834396569549,3.0,0.0,6.0,0.36046906690351116,3.0,1,1,Titan,204.7907262985949,115.25875516589184,0.0,52.254400000000004,152.5363262985949,4.625996535998821,10.669944555461745,0.1207363607975088,0.8888649374120768,0.4691250298713619,20.473039765038024,0.015280383683171587,0.0,0.014583564440330758,0.0,Conventional,no,no,0.0
1,5.0,0.895120277,3.1514397664326306,0.0,11.0952381,2.16676547,0.35,0.0,145.59558504578146,251.96937015639105,LowAcc,4302650.133790225,13.634275527258806,0.024267895502411325,0.4430656777772461,18.25727648008134,1.0214054615254922,2.3459416673400106,0.7037825002020032,0.14067058497261598,0.4750951271867705,0.15162044781797004,0.14043224153853684,1.7481467380364466,2.0,0.0,5.0,0.2477187153300584,3.0,1,1,Titan,145.59558504578146,58.55549641315448,0.0,52.254400000000004,93.34118504578146,6.12069364570029,6.708896124102938,0.08153776084224836,2.319616885031935,0.2659724154142842,14.553293035568807,4.721095201526135,0.0,0.014583564440330758,0.0,Conventional,yes,no,0.0
2,8.0,0.37155936,2.5132666233410257,0.0,17.0,2.872684492,0.35,0.0,133.0728468431301,223.14011345193987,LowAcc,4387164.834458073,13.90208645289272,0.049787886519057016,0.9383539837680459,18.847033874572638,2.619348822434249,2.2873673468910694,0.6862102040673208,0.29363794033176094,0.19974466500000002,0.15224973885156487,0.28812363242308187,1.702159742951299,2.0,0.0,1.0,0.23147651467742597,3.0,1,1,Titan,133.0728468431301,51.86578707007675,0.0,52.254400000000004,80.8184468431301,3.2306956499301935,6.317967377759294,0.06709414420892756,0.9752385808977192,0.2402668717638046,13.297670597919222,4.809142986133864,0.0,0.014583564440330758,0.0,Conventional,no,yes,0.0
3,9.0,0.37155936,2.030403794195533,0.0,11.0952381,2.872684492,0.35,0.0,190.92917510697376,457.96322886179576,LowAcc,5782834.152722658,18.32469564454413,0.04852127805619502,0.7748827268317107,15.969957055423778,2.1415848808319633,2.739399444645541,0.7336331136518874,0.27373685078480264,0.138849991,0.15431539592926208,0.2690381315260086,2.739399444645541,3.0,0.0,4.0,0.3410638234956972,3.0,1,1,Titan,190.92917510697376,103.95658611310768,0.0,52.254400000000004,138.67477510697375,4.502562439772071,9.88363353883864,0.1091708807021032,0.6779248305855932,0.4311874982827185,19.08311498842818,0.01601125281644723,0.0,0.014583564440330758,0.0,Conventional,no,yes,0.0
4,12.0,1.418681194,3.9674432113670246,0.0,11.0952381,2.872684492,0.35,0.0,141.5489614794233,215.57651526328283,LowAcc,3779885.355072659,11.97773390585044,0.017789939165494244,0.35215834520667827,19.795365342773756,0.4220242817423933,2.2816816900793877,0.6845045070238163,0.137410073470637,0.9914700125555556,0.14671991681573912,0.13973899584885807,1.6976959050467249,2.0,0.0,1.0,0.22983882033301012,3.0,1,1,Titan,141.5489614794233,51.43878828423539,0.0,52.254400000000004,89.2945614794233,7.833308111633886,5.876389493315027,0.08320379964093017,4.840779141947665,0.2377271586293181,14.148985011793076,4.820796913787681,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0
5,15.0,0.895120277,3.1514397664326306,0.0,11.0952381,1.460846448,0.35,0.0,140.92143519972223,232.84028438139512,LowAcc,4241328.402029221,13.439958685163703,0.023955029264533186,0.44133180374990616,18.423346466260575,1.0247415177387638,2.3111736119215824,0.6933520835764747,0.13656713607096532,0.5285156225234132,0.1504648516308716,0.13651711284011098,1.7208501619704706,2.0,0.0,1.0,0.2382114270939932,3.0,1,1,Titan,140.92143519972223,54.492036857875746,0.0,52.254400000000004,88.66703519972222,5.973900511713947,6.424684173125135,0.07763639420860245,2.5804385097945324,0.2508121521424594,14.086237294029594,4.766705742391873,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0
6,16.0,1.418681194,4.910965312237503,0.0,17.0,2.16676547,0.35,0.0,149.65903297981782,224.80717896293788,LowAcc,3491843.476022207,11.06498427010358,0.018702603518913927,0.4362967233868824,23.328127709367088,1.043626607905396,2.3218984531043785,0.6965695359313135,0.16504590156130994,0.9747965681141868,0.08917503563634559,0.16453150593521138,1.729270288998528,2.0,0.0,6.0,0.2411840990896161,3.0,1,1,Titan,149.65903297981782,56.25716726209708,0.0,52.254400000000004,91.54568862162435,4.332472309658596,6.120225197518499,0.0967195699090992,4.759372280364266,0.2555180194563485,14.95893647729468,4.750693940885454,0.0,0.014583564440330758,0.0,Conventional,no,yes,2.0
7,17.0,0.895120277,3.1514397664326306,0.0,11.0952381,2.872684492,0.35,0.0,143.31764730873556,245.04575552913508,LowAcc,4423802.211611235,14.018183295343228,0.02263621583084379,0.41257246185752044,18.226211701664152,0.8200391174348517,2.3322309462565247,0.6996692838769574,0.10068384256092325,0.3454684587461619,0.15015960409834514,0.10225985402411526,1.7373823816043528,2.0,0.0,1.0,0.24401377265588423,3.0,1,1,Titan,143.31764730873556,57.037052050928125,0.0,52.254400000000004,91.06324730873555,6.229588178782439,6.692867072968944,0.07979422539606591,1.6867242459393303,0.2600265818585243,14.325664805733219,4.7369465826885655,0.0,0.014583564440330758,0.0,Conventional,no,no,0.0
8,20.0,0.37155936,2.5132666233410257,0.0,17.0,1.460846448,0.35,0.0,141.0598428023413,250.21422508925087,LowAcc,4363341.380825199,13.826594483817525,0.0557469865861345,1.0055650449160909,18.03801616007343,3.5479092855118397,2.340706692871786,0.7022120078615358,0.1863078203187081,0.23673143839588612,0.16825086849315207,0.18303968685922636,1.7440367331179782,2.0,0.0,5.0,0.24631068544953955,3.0,1,1,Titan,141.0598428023413,57.97572986263742,0.0,52.254400000000004,88.8054428023413,3.8105500388170657,6.685314594070525,0.0728480102661311,1.1558237714888644,0.26370706447391107,14.100049678768679,4.7268362173783744,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0
9,21.0,1.418681194,3.9674432113670246,0.0,11.0952381,2.872684492,0.35,0.0,141.34600647978405,221.914247554877,LowAcc,3976768.7367017306,12.60161969446894,0.016249213719846414,0.31769576341797373,19.551454543917252,0.16726638849023123,2.289951869543671,0.6869855608631013,0.0812795585657353,0.6049281040171675,0.14890023367374444,0.08703289177961349,1.7041888647509493,2.0,0.0,2.0,0.23221714124654474,3.0,1,1,Titan,141.34600647978405,52.69605674290012,0.0,52.254400000000004,89.09160647978405,8.10543586736015,6.0642867784520025,0.08357145224989505,2.953516809607157,0.24141858442429817,14.128689571462315,4.804047108887786,0.0,0.014583564440330758,0.0,Conventional,no,no,0.0
10,22.0,0.37155936,2.5132666233410257,0.0,17.0,2.872684492,0.35,0.0,139.76097750960537,241.03245899698473,LowAcc,4142306.4680480976,13.126177111212822,0.059919706955533475,1.105469166473665,18.449175115192666,3.2958689321172874,2.32483693540078,0.697451080620234,0.2953639441754313,0.6275893816503944,0.151992084627105,0.2904918509764005,1.7315773063038367,2.0,0.0,6.0,0.2419922036380149,3.0,1,1,Titan,139.76097750960537,55.99934177705891,0.0,52.254400000000004,87.50657750960538,2.9629585762343686,6.420274529344364,0.0715594656273188,3.0641588247035667,0.25680269729256816,13.970277292199652,4.746620782704295,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0
